,Location_ID,Parent_ID,Name,Country_ID,Type,Snippet,Snippet_Language,Temp_Avg_Min_Jan,Temp_Avg_Max_Jan,Temp_Avg_Min_Feb,Temp_Avg_Max_Feb,Temp_Avg_Min_Mar,Temp_Avg_Max_Mar,Temp_Avg_Min_Apr,Temp_Avg_Max_Apr,Temp_Avg_Min_May,Temp_Avg_Max_May,Temp_Avg_Min_Jun,Temp_Avg_Max_Jun,Temp_Avg_Min_Jul,Temp_Avg_Max_Jul,Temp_Avg_Min_Aug,Temp_Avg_Max_Aug,Temp_Avg_Min_Sep,Temp_Avg_Max_Sep,Temp_Avg_Min_Oct,Temp_Avg_Max_Oct,Temp_Avg_Min_Nov,Temp_Avg_Max_Nov,Temp_Avg_Min_Dec,Temp_Avg_Max_Dec,Similarity_Score
276,Hilversum,wv__Western_Netherlands,Hilversum,Netherlands,city,"Known for cycling. Recommended places to visit are Netherlands Institute for Sound and Vision, Hilversum Town Hall and Museum Hilversum.",,,,,,,,,,,,,,,,,,,,,,,,,,0.09151588
361,Stockport,wv__North_West_England,Stockport,United_Kingdom,city,"Known for lunch. Recommended places to visit are Bramall Hall, Hat Works and Staircase House.",,,,,,,,,,,,,,,,,,,,,,,,,,0.09151588
231,Charlotte2C_North_Carolina,North_Carolina,Charlotte,United_States,city,"Known for lunch. Recommended places to visit are Discovery Place, Carolinas Aviation Museum and NASCAR Hall of Fame.",,-1.333333333,10.38888889,0.38888888899999996,12.77777778,4.055555556,17.27777778,8.277777777999999,22.16666667,13.22222222,26.05555556,18.05555556,30.0,20.05555556,31.66666667,19.55555556,30.83333333,15.77777778,27.38888889,9.333333332999999,22.11111111,4.0,16.88888889,-0.055555556,11.61111111,0.09151588
159,Atlantic_City2C_New_Jersey,New_Jersey,Atlantic City,United_States,city,"Known for gambling. Recommended places to visit are Dante Hall Theater, Hard Rock Live and Absecon Lighthouse.",,-1.5555555559999998,5.444444444,-0.611111111,6.3888888889999995,2.722222222,9.777777777999999,7.5,14.22222222,12.5,19.22222222,17.94444444,24.27777778,21.11111111,27.38888889,20.94444444,26.77777778,17.5,23.77777778,11.38888889,18.33333333,6.055555556,13.22222222,0.833333333,7.944444444,0.09151588
294,Liverpool,wv__North_West_England,Liverpool,United_Kingdom,city,"Known for drinks. Recommended places to visit are Museum of Liverpool, St George's Hall and Tate Liverpool.",,2.4,7.2,2.1,7.3,3.8,9.4,5.1,12.2,7.9,15.6,11.1,17.9,13.3,19.7,13.2,19.4,11.0,17.3,8.2,13.9,5.2,10.2,2.5,7.5,0.09151587
71,Las_Vegas,Nevada,Las Vegas,United_States,city,"Known for places to eat and drink. Recommended places to visit are Neon Museum, Welcome to Fabulous Las Vegas sign and O.",,4.11,14.44,6.33,16.94,9.67,21.28,13.39,25.72,18.78,31.61,23.67,37.06,27.17,40.11,26.28,38.89,21.72,34.44,14.72,27.0,8.06,19.06,3.72,13.67,0.090884514
347,Ryde,wv__South_East_England,Ryde,United_Kingdom,city,"Known for lunch. Recommended places to visit are All Saints' Church, St John's Church and St James' Church.",,,,,,,,,,,,,,,,,,,,,,,,,,0.09071785
400,Essex2C_Connecticut,Connecticut,Essex,United_States,city,"Known for wellness. Recommended places to visit are Connecticut River Museum, Centerbrook Congregational Church and First Baptist Church of Essex.",,,,,,,,,,,,,,,,,,,,,,,,,,0.09071785
387,Wattens,wv__Tyrol,Wattens,Austria,city,"Known for climbing. Recommended places to visit are Swarovski Kristallwelten, Laurentius Church and ?????.",,,,,,,,,,,,,,,,,,,,,,,,,,0.09071785
224,Bournemouth,wv__West_Country,Bournemouth,United_Kingdom,city,"Known for lunch. Recommended places to visit are Russell-Cotes Art Gallery & Museum, Bournemouth International Centre and St Peter's Church.",,1.5,8.4,1.2,8.5,2.7,11.0,3.8,13.5,7.2,17.0,9.8,19.8,11.9,22.1,11.6,22.0,9.4,19.3,7.1,15.3,3.7,11.5,1.6,8.7,0.09071785
389,West_Drayton,wv__East_of_England,West Drayton,United_Kingdom,city,"Recommended places to visit are Harmondsworth Great Barn, St Martins Church and Sipson Lane.",,,,,,,,,,,,,,,,,,,,,,,,,,0.09071785
378,Vincennes,wv__C38Ele-de-France,Vincennes,France,city,"Recommended places to visit are Sainte-Chapelle de Vincennes, Château de Vincennes and Church of St. Peter and St. Paul.",,,,,,,,,,,,,,,,,,,,,,,,,,0.09071785
317,Northampton,wv__East_Midlands,Northampton,United_Kingdom,city,Known for lunch. Recommended places to visit are Althorp and All Saints' Church.,,1.1,6.8,0.9,7.1,2.7,10.0,4.0,12.8,6.8,16.2,9.7,19.2,11.9,21.7,11.8,21.5,9.8,18.4,7.0,14.1,3.7,9.7,1.5,7.0,0.09071785
212,Basingstoke,wv__South_East_England,Basingstoke,United_Kingdom,city,"Known for lunch. Recommended places to visit are Willis Museum, Milestones Museum and St Michael's Church.",,,,,,,,,,,,,,,,,,,,,,,,,,0.090717845
360,Stevenage,wv__East_of_England,Stevenage,United_Kingdom,city,"Known for lunch. Recommended places to visit are Knebworth House, St Nicholas Church and St. Mary's.",,2.0,7.0,2.0,8.0,4.0,11.0,4.0,13.0,7.0,17.0,10.0,19.0,12.0,22.0,12.0,23.0,10.0,19.0,8.0,14.0,5.0,10.0,3.0,7.0,0.090717845
223,Borehamwood,wv__East_of_England,Borehamwood,United_Kingdom,city,"Known for golf. Recommended places to visit are Elstree Studios, Woodcock Hill Village Green and Hertsmere Borough Council.",,5.0,8.0,5.0,9.0,6.0,12.0,8.0,14.0,10.0,18.0,13.0,21.0,15.0,23.0,16.0,23.0,13.0,20.0,11.0,16.0,8.0,11.0,5.0,8.0,0.09013207
162,Ho_Chi_Minh_City,wv__Southern_Vietnam,Ho Chi Minh City,Vietnam,city,"Known for lunch. Recommended places to visit are War Remnants Museum, Ben Thanh Market and Notre-Dame Cathedral Basilica of Saigon.",,21.1,31.6,22.5,32.9,24.4,33.9,25.8,34.6,25.2,34.0,24.6,32.4,24.3,32.0,24.3,31.8,24.4,31.3,23.9,31.2,22.8,31.0,21.4,30.8,0.08871252
341,Rhodes,wv__Greek_Islands,Rhodes,Greece,island,"Known for lunch. Recommended places to visit are Palace of the Grand Master of the Knights of Rhodes, Acropolis of Rhodes and Aquarium.",,8.8,15.1,8.8,15.2,10.1,16.8,12.5,20.0,15.8,24.2,19.9,28.4,22.3,30.5,22.7,30.7,20.5,28.2,16.9,24.5,13.2,20.1,10.4,16.6,0.088712245
127,Munich,wv__Bavaria,Munich,Germany,city,"Known for cycling. Recommended places to visit are Nymphenburg Palace, Olympiapark and Deutsches Museum.",,-3.733333333,2.433333333,-2.933333333,4.266666667,0.7,8.966666667,3.5333333330000003,13.33333333,7.9,18.36666667,11.1,21.26666667,13.03333333,23.6,12.73333333,23.26666667,9.4,19.2,5.266666667,13.7,0.7,7.033333333,-2.333333333,3.4,0.088712245
221,Bonn,wv__North_Rhine-Westphalia,Bonn,Germany,city,"Known for museums. Recommended places to visit are Beethoven House, Poppelsdorf Palace and Museum Koenig.",,-0.6,4.7,-0.4,6.1,1.6,9.9,4.5,14.1,8.1,18.6,11.3,21.8,13.0,23.2,12.5,22.8,10.0,19.8,6.4,14.7,3.2,9.0,0.6,5.8,0.088712245
21,Riyadh,wv__Nejd,Riyadh,Saudi_Arabia,city,"Known for coffee. Recommended places to visit are Murabba Palace, Royal Saudi Air Force Museum and Masmak fort.",,9.0,20.2,11.2,23.4,15.2,27.7,20.4,33.4,25.9,39.4,28.0,42.5,29.3,43.5,29.2,43.6,25.9,40.4,21.2,35.3,15.5,27.8,10.6,22.2,0.088712245
301,Mannheim,wv__Baden-WC3BCrttemberg,Mannheim,Germany,city,"Known for museums. Recommended places to visit are Mannheim Palace, Kunsthalle Mannheim and Luisenpark.",,-0.45,4.9,-0.55,6.65,2.25,12.1,5.25,16.95,9.4,20.65,12.9,24.4,14.9,26.7,14.4,26.2,10.75,21.55,6.95,15.65,3.2,9.2,0.9,5.8,0.088712245
77,Alexandria,wv__Lower_Egypt,Alexandria,Egypt,city,"Known for coffee. Recommended places to visit are Lighthouse of Alexandria, Montaza Palace and Pompey's Pillar.",,9.1,18.4,9.3,19.3,10.8,20.9,13.4,24.0,16.6,26.5,20.3,28.6,22.8,29.7,23.1,30.4,21.3,29.6,17.8,27.6,14.3,24.1,10.6,20.1,0.088712245
23,Stockholm,wv__Svealand,Stockholm,Sweden,city,"Known for places to eat and drink. Recommended places to visit are Vasa Museum, Drottningholm Palace and Skansen.",,-3.7,0.5,-3.9,0.5,-1.6,3.9,2.0,10.0,6.9,16.4,11.2,20.2,14.5,23.1,13.8,21.4,9.6,15.8,5.4,9.9,1.1,4.8,-2.3,1.6,0.08871224
183,Coventry,wv__West_Midlands_28region29,Coventry,United_Kingdom,city,"Known for drinks. Recommended places to visit are Coventry Cathedral, Midland Air Museum and Herbert Art Gallery and Museum.",,1.6,7.0,1.3,7.4,3.1,10.1,4.5,12.9,7.5,16.4,10.4,19.2,12.5,21.6,12.3,21.3,10.3,18.3,7.2,14.1,4.1,9.8,1.9,7.0,0.0883538
96,Geneva,wv__Western_Switzerland,Geneva,Switzerland,city,"Known for dinner. Recommended places to visit are Jet d'Eau, St. Pierre Cathedral and Palais des Nations.",,-1.8,4.0,-1.1,5.8,0.95,10.2,4.15,14.2,8.1,18.65,11.3,22.65,13.1,25.55,12.65,24.75,9.9,20.6,6.4,14.65,2.1,8.4,-0.5,4.75,0.0883538
303,Mechelen,wv__Flanders,Mechelen,Belgium,city,"Known for drinks. Recommended places to visit are Planckendael, St. Rumbold's Cathedral and Kazerne Dossin.",,0.8,6.2,0.6,7.0,3.0,10.8,4.8,14.5,8.8,18.5,11.6,21.1,13.8,23.4,13.2,23.2,10.5,19.7,7.4,15.3,4.1,10.1,1.6,6.5,0.0883538
222,Bordeaux,wv__Nouvelle-Aquitaine,Bordeaux,France,city,"Known for cycling. Recommended places to visit are Bordeaux Cathedral, Miroir d'eau and BETASOM.",,2.8,10.0,3.45,11.4,4.8,14.25,6.85,16.7,10.05,20.3,13.25,23.85,15.05,26.4,14.8,26.3,12.55,24.0,9.8,19.35,5.4,13.45,3.5,10.25,0.0883538
124,Milan,wv__Lombardy,Milan,Italy,city,"Known for cycling. Recommended places to visit are Milan Cathedral, Gallerie d'Italia and Piazza del Duomo.",,-2.65,6.0,-1.1,8.8,2.1,13.7,5.65,17.2,10.3,21.8,14.0,25.85,16.65,28.9,16.2,28.05,12.75,24.2,7.7,18.0,2.2,10.95,-1.75,6.65,0.0883538
41,Utrecht,wv__Western_Netherlands,Utrecht,Netherlands,city,"Known for museums. Recommended places to visit are Spoorwegmuseum, Rietveld Schröderhuis and St. Martin's Cathedral.",,0.3,5.6,0.2,6.4,2.3,10.0,4.1,14.0,7.8,18.0,10.5,20.4,12.8,22.8,12.3,22.6,9.9,19.1,6.9,14.6,3.6,9.6,1.0,6.1,0.0883538
362,Strasbourg,wv__Grand-Est,Strasbourg,France,city,"Known for museums. Recommended places to visit are Strasbourg Cathedral, Palais Rohan and Musée de l’Œuvre Notre-Dame.",,-0.8,4.5,-0.6,6.4,2.5,11.4,5.2,15.7,9.8,20.2,12.8,23.4,14.5,25.7,14.1,25.4,10.6,21.0,7.1,15.3,2.8,8.8,0.3,5.2,0.0883538
186,Tallinn,wv__North_Estonia,Tallinn,Estonia,city,"Known for museums. Recommended places to visit are Seaplane Harbour, Estonian Maritime Museum and Alexander Nevsky Cathedral.",,-5.9,-1.0,-7.1,-1.6,-4.1,2.3,0.6,9.2,5.2,15.3,9.5,18.9,12.7,21.9,12.0,20.4,7.6,15.2,3.8,9.5,-0.9,3.5,-4.3,0.4,0.0883538
313,Nanterre,wv__C38Ele-de-France,Nanterre,France,city,"Recommended places to visit are Théâtre Nanterre-Amandiers, Nanterre Cathedral and Parc André Malraux.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0883538
277,Ibiza,wv__Balearic_Islands,Ibiza,Spain,island,"Known for drinks. Recommended places to visit are Ibiza Cathedral, Sant Josep de sa Talaia and Sa Talaiassa.",,8.1,15.7,8.3,15.9,9.6,17.7,11.4,19.7,14.6,22.7,18.4,26.8,21.4,29.7,22.2,30.3,19.9,27.7,16.5,24.0,12.3,19.6,9.5,16.7,0.0883538
117,Lausanne,wv__Western_Switzerland,Lausanne,Switzerland,city,"Known for dinner. Recommended places to visit are Olympic Museum, Lausanne Cathedral and Château d'Ouchy.",,0.3,4.4,0.7,5.6,3.5,10.1,6.4,14.0,10.7,18.7,13.8,22.4,16.1,25.0,15.9,24.4,12.6,19.8,9.1,14.6,4.2,8.6,1.4,5.3,0.0883538
375,Verdun,wv__Grand-Est,Verdun,France,city,"Known for camping. Recommended places to visit are Mémorial de Verdun, Fort Vaux and Verdun Cathedral.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0883538
290,Lille,wv__Hauts-de-France,Lille,France,city,"Known for museums. Recommended places to visit are Palais des Beaux-Arts, Hospice Comtesse and Lille Cathedral.",,1.2,6.0,1.3,6.9,3.6,10.6,5.4,14.1,8.9,17.9,11.7,20.6,13.8,23.3,13.6,23.3,11.2,19.7,8.1,15.2,4.4,9.8,1.9,6.4,0.0883538
302,Marseille,wv__Provence-Alpes-CC3B4te_d27Azur,Marseille,France,city,"Known for museums. Recommended places to visit are Notre-Dame de la Garde, Château d'If and Marseille Cathedral.",,3.5,11.23333333,4.233333333,12.5,6.4,15.46666667,9.033333333,18.26666667,12.86666667,22.43333333,16.23333333,26.3,19.06666667,29.56666667,18.7,29.1,15.73333333,25.3,12.3,20.83333333,7.466666667,14.96666667,4.666666667,11.96666667,0.08835379
107,Innsbruck,wv__Tyrol,Innsbruck,Austria,city,"Known for winter sport. Recommended places to visit are Goldenes Dachl, Ambras Castle and Hofburg.",,-4.366666667,3.6,-3.0333333330000003,6.4,0.7333333329999999,11.53333333,4.066666667,15.43333333,8.466666667,20.73333333,11.4,23.06666667,13.33333333,25.2,13.16666667,24.66666667,9.8,20.8,5.466666667,15.83333333,0.3,8.3,-3.266666667,3.766666667,0.08600377
380,Vorden,wv__Eastern_Netherlands,Vorden,Netherlands,city,"Recommended places to visit are Hackfort Castle, Museum voor Achterhoekse Schilderskunst and Kasteel Vorden.",,,,,,,,,,,,,,,,,,,,,,,,,,0.08600377
13,Dublin,wv__East_Coast_and_Midlands,Dublin,Republic_of_Ireland,city,"Known for places to eat and drink. Recommended places to visit are Guinness Storehouse, Dublin Castle and Chester Beatty Library.",,2.4,8.1,2.3,8.3,3.4,10.2,4.6,12.1,6.9,14.8,9.6,17.6,11.7,19.5,11.5,19.2,9.8,17.0,7.3,13.6,4.5,10.3,2.8,8.3,0.08600377
268,Guildford,wv__South_East_England,Guildford,United_Kingdom,city,"Known for lunch. Recommended places to visit are RHS Garden Wisley, Guildford Castle and Painshill.",,,,,,,,,,,,,,,,,,,,,,,,,,0.08600377
357,Southampton,wv__South_East_England,Southampton,United_Kingdom,city,"Known for lunch. Recommended places to visit are Calshot Castle, Tudor House and Garden and Netley Castle.",,2.9,8.4,2.6,8.6,4.1,11.1,5.7,14.0,9.0,17.5,11.7,20.2,13.7,22.4,13.7,22.3,11.4,19.8,8.9,15.6,5.4,11.7,3.2,8.9,0.08600377
335,Portsmouth,wv__South_East_England,Portsmouth,United_Kingdom,city,"Known for lunch. Recommended places to visit are Spinnaker Tower, Portchester Castle and Southsea Castle.",,4.25,8.9,3.55,8.5,4.95,10.55,6.25,13.3,9.4,16.75,12.2,19.3,14.6,21.6,14.65,21.6,12.5,19.15,10.25,15.65,6.85,11.75,4.85,9.35,0.08600377
111,Kanazawa,wv__Chubu,Kanazawa,Japan,city,"Known for museums. Recommended places to visit are Kenroku-en, 21st Century Museum of Contemporary Art and Kanazawa Castle.",,0.9,6.8,0.7,7.3,3.0,11.0,8.2,16.9,13.1,21.6,18.0,25.0,22.3,28.8,23.7,30.9,19.5,26.6,13.3,21.3,7.7,15.5,3.4,10.2,0.08600377
89,Cardiff,wv__South_Wales,Cardiff,United_Kingdom,city,"Known for lunch. Recommended places to visit are St Fagans National Museum of History, National Museum Cardiff and Cardiff Castle.",,2.3,8.3,2.1,8.6,4.0,11.1,5.2,13.8,8.3,17.1,11.0,19.8,13.1,21.7,12.8,21.5,10.5,18.8,7.7,14.9,4.6,11.3,2.6,8.7,0.08600377
35,Interlaken,wv__Bernese_Highlands,Interlaken,Switzerland,city,"Known for dinner. Recommended places to visit are Harderkulm, Weissenau Castle and Interlaken ship canal.",,-3.6,3.1,-3.0,5.1,0.3,10.1,3.4,14.1,7.9,18.8,11.1,21.9,13.2,24.4,12.8,23.5,9.5,19.3,5.6,14.4,0.6,7.7,-2.2,3.8,0.08600377
171,Edinburgh,wv__Central_Belt,Edinburgh,United_Kingdom,city,"Known for places to eat and drink. Recommended places to visit are Edinburgh Castle, Scottish National Gallery and Calton Hill.",,1.25,6.8,1.4,7.25,2.7,9.25,4.2,11.7,6.65,14.65,9.4,17.2,11.2,19.15,11.1,19.0,9.3,16.55,6.35,13.0,3.65,9.4,1.2,6.8,0.08600377
376,Victoria2C_British_Columbia,wv__British_Columbia,Victoria,Canada,city,"Known for lunch. Recommended places to visit are Royal BC Museum, Butchart Gardens and Craigdarroch Castle.",,2.7,7.7,2.733333333,8.9,3.8,10.93333333,5.366666667,13.7,7.833333333,16.9,10.06666667,19.56666667,11.53333333,22.0,11.56666667,22.03333333,9.766666667,19.5,6.966666667,14.2,4.3,9.9,2.633333333,7.566666667000001,0.086003765
263,Frederiksberg,wv__Zealand,Copenhagen/Frederiksberg,Denmark,city,An area which formed around Frederiksberg Castle. It remains an independent municipality.,,,,,,,,,,,,,,,,,,,,,,,,,,0.086003765
340,Redmond2C_Washington,Washington_28state29,Redmond,United_States,city,"Known for dinner. Recommended places to visit are Marymoor Park, Anderson Park and Microsoft Visitor Center.",,-1.111111111,6.1111111110000005,0.5555555560000001,7.777777778,3.333333333,12.22222222,5.555555556,15.0,8.333333332999999,18.88888889,11.11111111,21.11111111,12.77777778,25.55555556,13.33333333,26.66666667,11.11111111,22.22222222,7.777777778,15.55555556,3.888888889,11.11111111,-0.5555555560000001,6.1111111110000005,0.08583172
85,Bishkek,wv__Bishkek_and_the_Northwest,Bishkek,Kyrgyzstan,city,"Known for shopping. Recommended places to visit are Ala-Too Square, Dordoy Bazaar and Osh Bazaar.",,-7.1,3.2,-5.2,4.9,0.4,11.2,6.4,18.5,11.1,23.6,15.6,29.0,17.9,31.7,16.4,30.9,11.3,25.5,5.0,17.8,-0.1,11.0,-5.1,5.0,0.082990006
26,Auckland,wv__North_Island,Auckland,New_Zealand,city,Bustling multicultural metropolis that scores well in quality-of-life polls.,,15.2,23.1,15.8,23.7,14.4,22.4,12.1,20.1,10.3,17.7,8.1,15.5,7.1,14.7,7.5,15.1,8.9,16.5,10.4,17.8,12.0,19.5,14.0,21.6,0.082043625
63,Toulouse,wv__Occitanie,Toulouse,France,city,"Known for museums. Recommended places to visit are Hôtel d'Assézat, Musée Saint-Raymond and Basilica of Saint-Sernin.",,2.5,9.6,3.15,11.1,5.2,14.5,7.25,16.95,11.1,20.95,14.5,25.1,16.65,28.0,16.6,27.95,13.55,24.6,10.65,19.5,5.95,13.35,3.3,10.0,0.07970833
267,Guelph,wv__Ontario,Guelph,Canada,city,"Known for dinner. Recommended places to visit are Guelph Civic Museum, McCrae House and Basilica of Our Lady Immaculate.",,-10.8,-3.0,-10.5,-2.1,-6.1,3.4,0.6,11.4,6.0,18.4,10.8,23.4,13.7,25.9,12.6,24.5,8.4,19.8,3.0,13.1,-1.3,6.2,-7.0,0.0,0.07970833
220,Bologna,wv__Emilia-Romagna,Bologna,Italy,city,"Known for dinner. Recommended places to visit are MAMbo, Fountain of Neptune and Palazzo Re Enzo.",,-0.5,6.0,0.9,9.0,4.1,14.2,7.4,17.7,12.0,23.0,15.7,27.1,18.5,30.4,18.4,29.8,14.8,25.4,10.1,18.6,4.3,11.1,0.4,6.8,0.07563013
130,New_Delhi,wv__Plains_28India29,Delhi,India,city,"Known for lunch. Recommended places to visit are Red Fort, Jama Masjid and National Museum.",,7.45,20.45,10.3,24.0,15.35,29.75,21.35,36.7,25.9,39.9,27.8,39.55,27.2,35.65,26.4,34.25,24.85,34.4,19.3,33.1,13.25,28.35,8.55,22.95,0.075360335
83,Bergen,wv__Western_Norway,Bergen,Norway,city,"Known for natural attractions. Recommended places to visit are Bryggen, Fløyen and Gamlehaugen.",,-0.5,4.1,-0.65,4.2,0.55,6.05,2.9,9.9,6.3,14.0,9.4,16.7,11.65,18.45,11.6,18.2,8.85,14.9,5.9,11.0,2.25,7.0,0.0,4.6,0.074274346
6,Seattle,Washington_28state29,Seattle,United_States,city,"Known for natural attractions. Recommended places to visit are Seattle Art Museum, Space Needle and Museum of Flight.",,2.72,8.44,2.72,9.94,4.06,12.06,5.67,14.72,8.5,18.17,11.06,21.06,13.11,24.33,13.28,24.61,11.17,21.39,7.67,15.39,4.44,10.5,2.0,7.61,0.074274346
226,Breitnau,wv__Baden-WC3BCrttemberg,Breitnau,Germany,city,"Known for natural attractions. Recommended places to visit are Roßberg, Ravennaschlucht and BASF Haus Breitnau.",,,,,,,,,,,,,,,,,,,,,,,,,,0.074274346
74,Cape_Town,wv__Western_Cape,Cape Town,South_Africa,city,"Known for natural attractions. Recommended places to visit are Table Mountain, Bo-Kaap and Two Oceans Aquarium.",,15.7,26.1,15.6,26.5,14.2,25.4,11.9,23.0,9.4,20.3,7.8,18.1,7.0,17.5,7.5,17.8,8.7,19.2,10.6,21.3,13.2,23.5,14.9,24.9,0.074274346
0,London,United_Kingdom,London,United_Kingdom,city,"Europe's financial metropolis and the former heart of the British Empire, packed with all sorts of attractions from sports to museums and two millennia of history.",,2.3,8.1,2.1,8.4,3.9,11.3,5.5,14.2,8.7,17.9,11.7,21.2,13.9,23.5,13.7,23.2,11.4,20.0,8.4,15.5,4.9,11.1,2.7,8.3,0.074274346
179,Engelberg,wv__Central_Switzerland,Engelberg,Switzerland,city,"Known for natural attractions. Recommended places to visit are Trübsee, Titlis Cliff Walk and Engelberg Abbey.",,-5.8,1.7,-5.4,2.7,-2.3,6.6,0.9,10.6,5.1,15.7,8.1,18.5,10.3,20.7,10.1,19.9,7.0,16.1,3.7,12.2,-1.5,5.7,-4.6,2.4,0.074274346
161,Brisbane,wv__Queensland,Brisbane,Australia,city,"Known for natural attractions. Recommended places to visit are Gallery of Modern Art, Queensland Museum and Queensland Art Gallery.",,21.7,30.5,21.4,30.2,20.2,29.2,17.4,27.1,13.8,24.6,11.9,22.0,10.3,22.1,10.8,23.4,13.8,25.7,16.4,27.0,18.8,28.3,20.4,29.6,0.074274346
42,Brisbane,wv__Queensland,Brisbane,Australia,city,"Known for natural attractions. Recommended places to visit are Gallery of Modern Art, Queensland Museum and Queensland Art Gallery.",,21.7,30.5,21.4,30.2,20.2,29.2,17.4,27.1,13.8,24.6,11.9,22.0,10.3,22.1,10.8,23.4,13.8,25.7,16.4,27.0,18.8,28.3,20.4,29.6,0.074274346
144,Sibuyan_Island,wv__Visayas,Sibuyan Island,Philippines,island,"Known for natural attractions. Recommended places to visit are Mount Guiting-Guiting, Magdiwang Bridge and Lambingan Falls.",,,,,,,,,,,,,,,,,,,,,,,,,,0.074274346
270,Hamilton2C_Ontario,wv__Ontario,Hamilton,Canada,city,"Known for natural attractions. Recommended places to visit are Webster's Falls, Tew's Falls and Albion Falls.",,-8.5,-0.9,-7.9,0.1,-3.8,4.8,2.4,11.7,7.9,18.6,13.4,24.3,16.7,27.3,15.8,25.9,11.4,21.1,5.4,14.6,0.4,7.7,-4.7,2.0,0.074274346
132,Niagara_Falls2C_Ontario,wv__Ontario,Niagara Falls,Canada,city,"Known for natural attractions. Recommended places to visit are Horseshoe Falls, Bridal Veil Falls and Skylon Tower.",,-7.8,-0.4,-6.6,1.3,-3.5,5.9,2.2,12.8,7.7,19.4,13.7,24.5,17.0,27.4,16.2,26.0,12.3,21.9,6.3,15.1,1.1,8.7,-4.1,2.7,0.074274346
370,Tempe2C_Arizona,Arizona,Tempe,United_States,city,"Known for natural attractions. Recommended places to visit are Tempe Center for the Arts, Tempe Butte and Tempe Town Lake.",,3.888888889,20.55555556,5.555555556,22.77777778,7.777777778,25.55555556,11.11111111,30.0,15.55555556,35.0,20.0,41.66666667,23.88888889,40.55555556,23.88888889,39.44444444,20.0,37.77777778,13.33333333,31.66666667,7.222222222,25.55555556,3.333333333,20.0,0.07427434
198,Heilbronn,wv__Baden-WC3BCrttemberg,Heilbronn,Germany,city,"Known for natural attractions. Recommended places to visit are South German Railway Museum, Kilianskirche and Trappensee.",,,,,,,,,,,,,,,,,,,,,,,,,,0.07427434
404,Manhattan_Beach2C_California,California,Manhattan Beach,United_States,city,"Known for beaches. Recommended places to visit are Manhattan Beach Pier, Sand Dune Park and Manhattan Beach Botanical Garden.",,9.611111111,18.27777778,10.11111111,17.61111111,11.05555556,17.94444444,12.27777778,18.83333333,13.72222222,20.05555556,16.27777778,21.83333333,17.83333333,23.55555556,18.0,24.0,17.16666667,23.83333333,15.16666667,22.66666667,11.83333333,20.5,9.388888889,18.44444444,0.073922716
79,Antwerp,wv__Flanders,Antwerp,Belgium,city,"Known for museums. Recommended places to visit are Antwerp Zoo, Rubenshuis and Plantin-Moretus Museum.",,0.7,6.2,0.5,7.0,2.8,10.8,4.8,14.4,8.8,18.4,11.7,20.9,13.8,23.2,13.2,23.1,10.6,19.7,7.4,15.3,4.1,10.1,1.5,6.6,0.064036176
254,Eindhoven,wv__Southern_Netherlands,Eindhoven,Netherlands,city,"Known for dinner. Recommended places to visit are Van Abbemuseum, Evoluon and Zoo Veldhoven.",,0.0,5.7,-0.1,6.6,2.2,10.5,4.1,14.5,7.8,18.6,10.5,21.1,12.8,23.4,12.2,23.1,9.8,19.5,6.7,14.9,3.3,9.6,0.8,6.1,0.064036176
388,Wellington,wv__North_Island,Wellington,New_Zealand,city,"Known for dinner. Recommended places to visit are Museum of New Zealand Te Papa Tongarewa, Wellington Botanic Garden and Wellington Zoo.",,13.85,20.6,13.95,20.7,12.95,19.4,11.1,16.95,9.1,14.5,7.15,12.45,6.3,11.65,6.85,12.35,8.05,13.85,9.35,15.4,10.75,17.15,12.65,19.15,0.064036176
248,Dortmund,wv__North_Rhine-Westphalia,Dortmund,Germany,city,"Known for museums. Recommended places to visit are LWL-Industriemuseum Zeche Zollern, Zoo Dortmund and St. Reinoldi.",,-1.0,4.0,-1.0,5.0,2.0,9.0,4.0,13.0,8.0,18.0,11.0,21.0,13.0,22.0,13.0,22.0,10.0,19.0,7.0,15.0,3.0,9.0,1.0,5.0,0.064036176
328,Phoenix2C_Arizona,Arizona,Phoenix,United_States,city,"Known for drinks. Recommended places to visit are Heard Museum, Taliesin West and Phoenix Zoo.",,7.555555556,19.55555556,9.277777777999999,21.5,11.94444444,24.94444444,15.66666667,29.55555556,20.77777778,34.88888889,25.38888889,39.94444444,28.61111111,41.16666667,28.16666667,40.22222222,24.94444444,37.66666667,18.22222222,31.38888889,11.5,24.16666667,7.1111111110000005,18.88888889,0.064036176
93,Detroit,Michigan,Detroit,United_States,city,"Known for places to eat and drink. Recommended places to visit are Detroit Institute of Arts, Detroit Zoo and Guardian Building.",,-7.166666667,0.0,-6.1111111110000005,1.7777777780000001,-1.888888889,7.666666667,4.1111111110000005,15.05555556,9.666666667000001,21.05555556,15.27777778,26.27777778,17.72222222,28.55555556,17.0,27.44444444,12.61111111,23.33333333,6.277777778,16.44444444,1.277777778,9.333333332999999,-4.3888888889999995,2.277777778,0.064036176
